customerID,gender,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn
7905-NJMXS,Male,7,64.2,475,Month-to-month,DSL,Electronic check,No
7905-TVXTA,Female,5,64.35,352.65,Month-to-month,DSL,Electronic check,No
7908-QCBCA,Female,1,69.4,69.4,Month-to-month,Fiber optic,Mailed check,Yes
7909-FIOIY,Female,19,24.85,434.8,Month-to-month,DSL,Mailed check,No
7912-SYRQT,Female,7,75.1,552.95,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7916-VCCPB,Female,16,73.25,1195.75,Month-to-month,Fiber optic,Bank transfer (automatic),No
7919-ZODZZ,Female,10,65.9,660.05,One year,DSL,Mailed check,No
7921-BEPCI,Female,72,59.75,4265,Two year,DSL,Bank transfer (automatic),No
7921-LMDFQ,Male,51,94,4905.75,One year,Fiber optic,Bank transfer (automatic),No
7923-IYJWY,Male,67,116.1,7839.85,Two year,Fiber optic,Credit card (automatic),No
7924-GJZFI,Female,25,69.3,1813.1,Month-to-month,Fiber optic,Electronic check,No
7925-PNRGI,Female,45,81.3,3541.1,Month-to-month,DSL,Mailed check,No
7926-IJOOU,Male,1,19.3,19.3,Month-to-month,No,Credit card (automatic),No
7927-AUXBZ,Female,30,85.15,2555.9,Month-to-month,Fiber optic,Electronic check,Yes
7928-VJYAB,Male,11,90.6,1020.2,Month-to-month,Fiber optic,Electronic check,No
7929-DMBCV,Female,20,81,1683.7,Month-to-month,Fiber optic,Mailed check,No
7929-SKFGK,Male,70,114.3,8244.3,Two year,Fiber optic,Credit card (automatic),No
7931-PXHFC,Male,38,62.3,2354.8,One year,DSL,Mailed check,Yes
7932-WPTDS,Female,1,24.8,24.8,Month-to-month,DSL,Electronic check,Yes
7938-OUHIO,Male,3,98.7,293.65,Month-to-month,Fiber optic,Electronic check,Yes
7940-UQQUG,Female,64,104.4,6721.6,One year,Fiber optic,Bank transfer (automatic),No
7941-RCJOW,Male,65,19.55,1218.65,Two year,No,Credit card (automatic),No
7943-RQCHR,Female,9,94.75,889.9,Month-to-month,Fiber optic,Electronic check,Yes
7945-HLKEA,Female,60,64.75,4039.5,One year,DSL,Electronic check,No
7945-PRBVF,Male,35,21.45,705.45,Two year,No,Bank transfer (automatic),No
7950-XWOVN,Male,11,34.7,383.55,Month-to-month,DSL,Mailed check,No
7951-QKZPL,Female,33,24.5,740.3,Two year,No,Mailed check,Yes
7951-VRDVK,Female,36,85.85,3003.55,One year,DSL,Bank transfer (automatic),No
7952-OBOYL,Male,3,89.85,244.45,Month-to-month,Fiber optic,Mailed check,No
7954-MLBUN,Male,31,99.45,3109.9,Two year,Fiber optic,Bank transfer (automatic),No
7956-XQWGU,Male,27,19.4,460.25,Month-to-month,No,Credit card (automatic),No
7957-RYHQD,Female,40,79.2,3233.85,Month-to-month,Fiber optic,Credit card (automatic),Yes
7963-GQRMY,Female,3,44.3,134.5,Month-to-month,DSL,Mailed check,Yes
7963-SHNDT,Female,52,39.1,1982.1,Two year,DSL,Mailed check,No
7964-VEXDG,Male,21,80.35,1747.2,Month-to-month,Fiber optic,Electronic check,No
7964-YESJC,Female,24,66.3,1559.45,Month-to-month,DSL,Mailed check,No
7964-ZRKKG,Male,67,88.4,5798.3,One year,Fiber optic,Bank transfer (automatic),No
7966-YOTQW,Male,10,54.5,568.2,Month-to-month,DSL,Credit card (automatic),No
7967-HYCDE,Male,8,70.7,553.4,Month-to-month,Fiber optic,Bank transfer (automatic),No
7968-QUXNS,Male,6,18.95,110.15,Month-to-month,No,Mailed check,No
7969-AULMZ,Female,21,97.35,2119.5,Month-to-month,Fiber optic,Electronic check,Yes
7969-FFOWG,Male,65,19.9,1292.6,Two year,No,Mailed check,No
7971-HLVXI,Male,72,84.5,6130.85,Two year,Fiber optic,Credit card (automatic),No
7973-DZRKH,Female,66,90.95,5930.05,Two year,Fiber optic,Credit card (automatic),No
7975-JMZNT,Male,66,91.7,6075.9,Two year,DSL,Bank transfer (automatic),No
7975-TZMLR,Male,47,103.1,4889.3,One year,Fiber optic,Electronic check,No
7976-CICYS,Male,4,20.7,83.75,Month-to-month,No,Credit card (automatic),No
7977-HXJKU,Male,21,19.6,397,Two year,No,Mailed check,No
7978-DKUQH,Female,25,74.6,1797.75,Month-to-month,Fiber optic,Electronic check,No
7979-CORPM,Male,24,90.55,2282.55,Month-to-month,Fiber optic,Credit card (automatic),Yes
7980-MHFLQ,Female,72,24.9,1859.2,Two year,No,Mailed check,No
7982-VCELR,Female,36,94.8,3565.65,Month-to-month,Fiber optic,Credit card (automatic),No
7989-AWGEH,Male,49,39.2,1838.15,Month-to-month,DSL,Electronic check,No
7989-CHGTL,Male,1,19.6,19.6,Month-to-month,No,Mailed check,Yes
7989-VCQOH,Male,18,83.25,1611.15,Month-to-month,DSL,Electronic check,No
7993-NQLJE,Male,15,75.1,1151.55,Month-to-month,Fiber optic,Mailed check,No
7993-PYKOF,Male,8,75,632.95,Month-to-month,Fiber optic,Electronic check,Yes
7994-UYIVZ,Male,8,85.65,659.45,Month-to-month,Fiber optic,Bank transfer (automatic),No
7994-XIRTR,Male,54,65.25,3529.95,One year,DSL,Bank transfer (automatic),No
7995-ZHHNZ,Male,42,56.1,2386.85,One year,DSL,Credit card (automatic),No
7996-BPXHY,Female,13,25,332.5,Two year,No,Bank transfer (automatic),No
7996-MHXLW,Female,66,25.15,1683.6,Two year,No,Credit card (automatic),No
7997-EASSD,Female,63,81.2,4965.1,One year,Fiber optic,Credit card (automatic),No
7998-WNZEM,Male,71,80.6,5708.2,Two year,DSL,Bank transfer (automatic),No
7998-ZLXWN,Female,15,20.45,330.8,Month-to-month,No,Credit card (automatic),No
8000-REIQB,Female,1,69.95,69.95,Month-to-month,Fiber optic,Electronic check,Yes
8003-EWNDZ,Female,10,21.2,222.65,Month-to-month,No,Electronic check,No
8006-PYCSW,Female,2,20.1,39.8,Month-to-month,No,Mailed check,No
8007-YYPWD,Female,15,25.05,369.1,Two year,No,Bank transfer (automatic),No
8008-ESFLK,Female,53,110.5,5835.5,One year,Fiber optic,Electronic check,No
8008-HAWED,Male,14,50.75,712.75,Month-to-month,DSL,Electronic check,Yes
8008-OTEZX,Female,35,19.65,708.8,One year,No,Mailed check,No
8010-EZLOU,Male,15,80.2,1217.25,Month-to-month,Fiber optic,Electronic check,Yes
8012-SOUDQ,Female,43,90.25,3838.75,Month-to-month,Fiber optic,Electronic check,No
8015-IHCGW,Female,72,115.5,8425.15,Two year,Fiber optic,Electronic check,No
8016-NCFVO,Male,55,116.5,6382.55,Month-to-month,Fiber optic,Electronic check,No
8016-ZMGMO,Female,66,70.85,4738.85,One year,DSL,Bank transfer (automatic),No
8017-LXHFA,Female,23,94.75,2293.6,Month-to-month,Fiber optic,Electronic check,Yes
8017-UVSZU,Female,40,56.6,2379.1,Month-to-month,DSL,Credit card (automatic),No
8019-ENHXU,Male,42,99.45,4138.05,Month-to-month,Fiber optic,Electronic check,Yes
8020-BWHYL,Female,15,75.3,1147.45,Month-to-month,Fiber optic,Credit card (automatic),Yes
8022-BECSI,Male,22,19.6,422.5,One year,No,Mailed check,No
8023-QHAIO,Female,56,76.85,4275.75,Month-to-month,Fiber optic,Bank transfer (automatic),No
8024-XNAFQ,Female,72,107.4,7748.75,Two year,Fiber optic,Bank transfer (automatic),No
8028-PNXHQ,Male,62,24.25,1424.6,Two year,No,Bank transfer (automatic),No
8029-XYPWT,Male,71,115.05,8016.6,Two year,Fiber optic,Bank transfer (automatic),No
8033-ATFAS,Female,39,59.85,2341.5,Month-to-month,DSL,Mailed check,No
8033-VCZGH,Male,50,103.95,5231.3,One year,Fiber optic,Electronic check,No
8034-RYTVV,Female,55,84.25,4589.85,One year,Fiber optic,Credit card (automatic),No
8035-BUYVG,Male,40,42.35,1716.45,One year,DSL,Electronic check,Yes
8035-PWSEV,Female,6,89.25,487.05,Month-to-month,Fiber optic,Electronic check,No
8039-ACLPL,Female,72,68.75,4888.2,Two year,DSL,Credit card (automatic),No
8039-EQPIM,Male,69,60.25,4055.5,Two year,DSL,Bank transfer (automatic),No
8040-MNRTF,Female,1,71.1,71.1,Month-to-month,Fiber optic,Mailed check,No
8041-TMEID,Male,63,108.5,6991.9,Two year,Fiber optic,Credit card (automatic),No
8042-JVNFH,Male,1,71.35,71.35,Month-to-month,Fiber optic,Mailed check,Yes
8042-RNLKO,Male,66,25.45,1699.15,One year,No,Bank transfer (automatic),No
8043-PNYSD,Male,63,19.55,1245.6,Two year,No,Mailed check,No
8044-BGWPI,Male,12,21.15,306.05,Month-to-month,No,Electronic check,No
8046-DNVTL,Male,62,38.6,2345.55,Two year,DSL,Credit card (automatic),No
8048-DSDFQ,Male,1,20.2,20.2,Month-to-month,No,Mailed check,No
8049-WJCLQ,Male,10,60.2,563.5,Month-to-month,DSL,Mailed check,No
8050-DVOJX,Male,49,81.35,4060.9,Two year,DSL,Credit card (automatic),No
8050-WYBND,Female,22,49.45,1031.4,One year,DSL,Credit card (automatic),No
8050-XGRVL,Female,62,54.75,3425.35,One year,DSL,Credit card (automatic),No
8051-HJRLT,Female,1,70.55,70.55,Month-to-month,Fiber optic,Electronic check,Yes
8053-WWDRO,Female,6,19.5,146.3,Month-to-month,No,Bank transfer (automatic),Yes
8058-DMYRU,Male,54,90.05,4931.8,Month-to-month,Fiber optic,Electronic check,No
8058-INTPH,Female,1,79.65,79.65,Month-to-month,Fiber optic,Electronic check,Yes
8058-JMEQO,Female,9,84.45,762.5,Month-to-month,Fiber optic,Electronic check,Yes
8059-UDZFY,Female,33,105.35,3465.05,Month-to-month,Fiber optic,Bank transfer (automatic),No
8060-HIWJJ,Male,64,86.55,5632.55,Two year,DSL,Credit card (automatic),No
8062-YBDOE,Male,1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,Yes
8063-GBATB,Female,27,85.25,2287.25,Month-to-month,Fiber optic,Electronic check,Yes
8063-RJYNF,Male,16,94.25,1483.25,Month-to-month,Fiber optic,Electronic check,Yes
8064-RAVOH,Male,1,49.85,49.85,Month-to-month,DSL,Electronic check,No
8065-BVEPF,Male,65,99.1,6496.15,Month-to-month,Fiber optic,Bank transfer (automatic),No
8065-QBYTO,Female,71,99.65,7181.25,One year,Fiber optic,Credit card (automatic),No
8065-YKXKD,Female,10,74.75,799.65,Month-to-month,Fiber optic,Electronic check,Yes
8066-POXGX,Female,13,35.1,446.1,Month-to-month,DSL,Electronic check,Yes
8067-NIOYM,Female,24,21.1,490.65,Two year,No,Credit card (automatic),No
8069-RHUXK,Female,67,35.7,2545.7,Two year,DSL,Credit card (automatic),No
8069-YQQAJ,Male,14,31.1,419.7,Month-to-month,DSL,Mailed check,No
8070-AAWZP,Male,24,34.25,828.2,Month-to-month,DSL,Mailed check,No
8071-SBTRN,Female,70,111.15,7737.55,Two year,Fiber optic,Mailed check,No
8073-IJDCM,Female,1,20.3,20.3,Month-to-month,No,Mailed check,Yes
8075-GXIUB,Male,9,19.85,183.15,One year,No,Credit card (automatic),No
8076-FEZKJ,Male,10,19.5,225.85,One year,No,Mailed check,No
8079-XRJRS,Male,65,89.75,5769.6,One year,Fiber optic,Electronic check,Yes
8080-DDEMJ,Male,1,45.1,45.1,Month-to-month,DSL,Electronic check,Yes
8080-POTJR,Female,30,79.3,2427.1,One year,DSL,Credit card (automatic),No
8082-GHXOP,Male,13,44,659.35,Month-to-month,DSL,Mailed check,No
8083-YTZES,Male,4,74.35,265.35,Month-to-month,Fiber optic,Electronic check,Yes
8084-OIVBS,Female,11,20,211.95,One year,No,Mailed check,No
8085-MSNLK,Female,62,113.95,6891.4,Two year,Fiber optic,Mailed check,No
8086-OVPWV,Male,2,80.2,181.1,Month-to-month,Fiber optic,Electronic check,Yes
8087-LGYHQ,Male,9,94.05,811.65,Month-to-month,Fiber optic,Electronic check,No
8089-UZWLX,Female,71,104.05,7413.55,Two year,Fiber optic,Bank transfer (automatic),No
8091-TTVAX,Male,58,100.35,5681.1,One year,Fiber optic,Credit card (automatic),No
8092-NLTGF,Male,72,24.75,1777.6,Two year,No,Bank transfer (automatic),No
8095-WANWK,Female,10,45.25,428.7,Month-to-month,DSL,Mailed check,No
8096-LOIST,Female,19,56.2,1093.4,Month-to-month,DSL,Electronic check,No
8097-OMULG,Male,59,76.75,4541.9,One year,DSL,Credit card (automatic),No
8097-VBQTZ,Male,54,69.9,3883.3,Month-to-month,DSL,Mailed check,No
8098-LLAZX,Female,4,95.45,396.1,Month-to-month,Fiber optic,Electronic check,Yes
8098-TDCBU,Female,42,25.25,1108.2,Two year,No,Electronic check,No
8099-MZPUJ,Male,48,111.8,5443.65,Two year,Fiber optic,Credit card (automatic),No
8100-HZZLJ,Female,43,63.95,2737.05,Month-to-month,DSL,Electronic check,No
8100-PNJMH,Male,68,88.85,6132.7,Two year,DSL,Credit card (automatic),No
8104-OSKWT,Female,12,79.8,1001.2,Month-to-month,Fiber optic,Electronic check,No
8106-GWQOK,Male,38,60,2193.2,Two year,DSL,Bank transfer (automatic),No
8107-KNCIM,Male,14,75.1,1013.35,Month-to-month,Fiber optic,Electronic check,No
8107-RZLNV,Male,72,106.3,7565.35,Two year,Fiber optic,Bank transfer (automatic),No
8108-UXRQN,Female,11,50.55,565.35,Month-to-month,DSL,Electronic check,No
8109-YUOHE,Male,17,56.1,946.95,One year,DSL,Mailed check,No
8111-BKVDS,Female,10,40.7,449.3,Month-to-month,DSL,Bank transfer (automatic),No
8111-RKSPX,Male,4,72.2,305.55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8111-SLLHI,Male,39,105.65,4284.8,Month-to-month,Fiber optic,Electronic check,Yes
8118-LSUEL,Male,23,106.4,2483.5,Month-to-month,Fiber optic,Electronic check,Yes
8118-TJAFG,Male,9,101.5,906.85,Month-to-month,Fiber optic,Electronic check,No
8120-JDCAM,Male,4,69.55,284.9,Month-to-month,Fiber optic,Mailed check,No
8123-QBNAZ,Female,36,104.5,3684.95,Month-to-month,Fiber optic,Credit card (automatic),No
8124-NZVGJ,Female,6,49.25,255.6,One year,DSL,Mailed check,No
8125-QPFJD,Female,72,84.9,6065.3,Two year,DSL,Bank transfer (automatic),No
8128-YVJRG,Female,7,79.65,604.7,Month-to-month,Fiber optic,Mailed check,Yes
8129-GMVGI,Female,56,20.05,1090.1,Two year,No,Mailed check,No
8132-YPVBX,Female,6,85.95,514.6,Month-to-month,Fiber optic,Mailed check,No
8133-ANHHJ,Female,49,103,5166.2,One year,Fiber optic,Bank transfer (automatic),No
8138-EALND,Male,15,19.75,311.6,Month-to-month,No,Mailed check,No
8143-ETQTI,Female,23,19.65,451.55,Two year,No,Mailed check,No
8144-DGHXP,Female,54,80.6,4299.95,Two year,DSL,Electronic check,No
8146-QQKZH,Female,71,81.85,5924.4,Two year,DSL,Bank transfer (automatic),No
8148-BPLZQ,Male,34,49.8,1734.2,Month-to-month,DSL,Electronic check,No
8148-NLEGT,Female,42,22.95,1014.25,Two year,No,Electronic check,No
8148-WOCMK,Male,8,19.6,125,Two year,No,Credit card (automatic),No
8149-AIQCG,Male,39,73.15,2730.85,Month-to-month,Fiber optic,Credit card (automatic),No
8149-RSOUN,Female,1,93.85,93.85,Month-to-month,Fiber optic,Electronic check,Yes
8150-QUDFX,Male,2,19.85,51.6,Month-to-month,No,Mailed check,No
8152-UOBNY,Female,50,106.8,5347.95,One year,Fiber optic,Electronic check,No
8152-VETUR,Female,72,97.7,6869.7,Two year,Fiber optic,Credit card (automatic),No
8155-IBNHG,Female,24,75.4,1747.85,Month-to-month,Fiber optic,Credit card (automatic),Yes
8158-WPEZG,Male,11,35.65,425.1,Month-to-month,DSL,Electronic check,No
8160-HOWOX,Female,7,66.85,458.1,Month-to-month,DSL,Electronic check,No
8161-QYMTT,Male,7,94.1,701.3,Month-to-month,Fiber optic,Electronic check,No
8164-OCKUJ,Female,59,20.6,1286,Two year,No,Mailed check,No
8165-CBKXO,Male,66,56.75,3708.4,Two year,DSL,Credit card (automatic),No
8165-ZJRNM,Female,72,23.75,1679.25,Two year,No,Bank transfer (automatic),No
8166-ORCHU,Male,33,93.55,3055.5,One year,Fiber optic,Electronic check,No
8166-ZZTFS,Female,66,80.55,5265.1,Two year,DSL,Bank transfer (automatic),Yes
8167-GJLRN,Male,3,30.4,82.15,Month-to-month,DSL,Electronic check,No
8168-UQWWF,Female,11,97.85,1105.4,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8169-SAEJD,Male,69,56.55,3952.65,Two year,DSL,Credit card (automatic),No
8173-RXAYP,Female,24,19.7,452.55,Two year,No,Mailed check,No
8174-LNWMW,Female,31,20.9,689.35,Two year,No,Credit card (automatic),No
8174-TBVCF,Female,70,94.8,6859.05,Two year,DSL,Credit card (automatic),No
8178-EYZUO,Male,46,93.7,4154.8,Month-to-month,Fiber optic,Electronic check,Yes
8180-AKMJV,Female,1,44.55,44.55,Month-to-month,DSL,Credit card (automatic),No
8181-YHCMF,Female,68,60.3,4109,Two year,DSL,Credit card (automatic),No
8182-BJDSI,Female,28,89.95,2625.55,Month-to-month,Fiber optic,Electronic check,Yes
8182-PNAGI,Male,12,50.25,593.75,Month-to-month,DSL,Bank transfer (automatic),Yes
8183-ONMXC,Female,2,80.75,159.45,Month-to-month,Fiber optic,Electronic check,Yes
8184-WMOFI,Male,62,71.4,4487.3,One year,DSL,Credit card (automatic),No
8185-UPYBR,Male,6,75.5,438,Month-to-month,Fiber optic,Electronic check,Yes
8189-DUKMV,Female,4,20.5,79.05,One year,No,Bank transfer (automatic),No
8189-HBVRW,Female,53,90.8,4921.2,Month-to-month,Fiber optic,Electronic check,No
8189-XRIKE,Female,32,90.95,2897.95,Month-to-month,Fiber optic,Electronic check,No
8190-ZTQFB,Male,41,51.35,2075.1,One year,DSL,Electronic check,No
8191-XWSZG,Female,52,20.65,1022.95,One year,No,Mailed check,No
8194-PEEBY,Female,24,19.9,533.5,One year,No,Mailed check,No
8197-BFWVU,Female,72,93.25,6688.95,Two year,DSL,Bank transfer (automatic),No
8198-RKSZG,Female,14,80.45,1137.05,Month-to-month,DSL,Credit card (automatic),No
8199-ZLLSA,Male,67,118.35,7804.15,One year,Fiber optic,Bank transfer (automatic),Yes
8200-KLNYW,Female,21,80.9,1714.95,One year,DSL,Mailed check,No
8200-LGKSR,Male,71,83.2,6126.1,Two year,DSL,Electronic check,No
8201-AAXCB,Male,25,60.35,1404.65,Month-to-month,DSL,Electronic check,No
8203-XJZRC,Male,1,20.25,20.25,Month-to-month,No,Mailed check,No
8204-TIFGJ,Female,23,20.3,470.6,Month-to-month,No,Bank transfer (automatic),No
8204-YJCLA,Male,72,64.8,4732.35,Two year,DSL,Bank transfer (automatic),No
8205-MQUGY,Male,12,49.2,571.15,Month-to-month,DSL,Electronic check,No
8205-OTCHB,Male,22,43.75,903.6,One year,DSL,Bank transfer (automatic),Yes
8205-VSLRB,Male,70,77.3,5498.2,Two year,DSL,Credit card (automatic),No
8207-DMRVL,Male,72,114.55,8306.05,Two year,Fiber optic,Bank transfer (automatic),No
8207-VVMYB,Female,70,26,2006.95,Two year,No,Bank transfer (automatic),No
8208-EUMTE,Male,16,54.85,916.15,Two year,DSL,Mailed check,No
8212-CRQXP,Female,22,80,1706.45,Month-to-month,Fiber optic,Credit card (automatic),No
8212-DJRCH,Male,5,90.35,434.5,Month-to-month,Fiber optic,Mailed check,No
8213-TAZPM,Female,69,108.75,7493.05,One year,Fiber optic,Bank transfer (automatic),No
8215-NGSPE,Female,42,20,833.55,Two year,No,Mailed check,No
8216-AZUUZ,Female,42,100.4,4303.65,Two year,Fiber optic,Electronic check,No
8217-QYOHV,Male,5,55.75,266.95,Month-to-month,DSL,Mailed check,No
8218-FFJDS,Female,72,86.4,6058.95,Two year,DSL,Bank transfer (automatic),No
8219-VYBVI,Male,39,25,1004.35,Two year,No,Mailed check,No
8220-OCUFY,Female,21,60.25,1258.35,One year,DSL,Electronic check,No
8221-EQDGL,Male,35,61,2130.45,Month-to-month,DSL,Mailed check,No
8221-HVAYI,Male,35,69.15,2490.15,Two year,DSL,Credit card (automatic),No
8224-DWCKX,Male,12,73.3,828.05,Month-to-month,Fiber optic,Credit card (automatic),No
8224-IVVPA,Female,27,56.7,1652.95,Month-to-month,DSL,Mailed check,No
8224-KDLKN,Male,72,25,1738.9,Two year,No,Bank transfer (automatic),No
8224-UAXBZ,Female,58,45.35,2540.1,One year,DSL,Electronic check,No
8225-BTJAU,Male,10,79.25,793.55,Month-to-month,Fiber optic,Electronic check,Yes
8226-BXGES,Male,64,89.45,5692.65,One year,Fiber optic,Bank transfer (automatic),No
8229-BUJHX,Female,71,20.5,1500.95,Two year,No,Bank transfer (automatic),No
8229-MYEJZ,Female,10,51.2,498.25,Month-to-month,DSL,Electronic check,No
8229-TNIQA,Female,4,45.3,196.95,Month-to-month,DSL,Mailed check,Yes
8231-BSWXX,Male,71,79.05,5552.5,One year,Fiber optic,Credit card (automatic),No
8232-CTLKO,Female,66,59.75,3996.8,Two year,DSL,Electronic check,No
8232-UTFOZ,Male,69,19.95,1399.35,Two year,No,Credit card (automatic),No
8234-GSZYK,Male,43,26.45,1110.05,Two year,No,Bank transfer (automatic),No
8237-ULIXL,Female,72,24.85,1871.85,Two year,No,Credit card (automatic),No
8241-JUIQO,Female,61,19.45,1336.35,One year,No,Bank transfer (automatic),No
8242-JSVBO,Male,7,44.65,322.5,Month-to-month,DSL,Bank transfer (automatic),No
8242-PDSGJ,Male,70,39.15,2692.75,Two year,DSL,Credit card (automatic),No
8242-SOQUO,Female,5,84.7,392.5,Month-to-month,Fiber optic,Electronic check,No
8245-UMPYT,Female,16,96.4,1581.2,Month-to-month,Fiber optic,Electronic check,Yes
8246-SHFGA,Male,17,21.1,385.55,Month-to-month,No,Credit card (automatic),No
8249-THVEC,Male,51,19.4,997.75,One year,No,Mailed check,No
8250-ZNGGW,Female,5,59.9,287.85,Month-to-month,DSL,Credit card (automatic),No
8257-RZAHR,Female,14,64.7,941,Month-to-month,DSL,Bank transfer (automatic),Yes
8258-GSTJK,Male,3,77,237.75,Month-to-month,Fiber optic,Electronic check,Yes
8259-DZLIZ,Female,64,53.85,3399.85,One year,DSL,Bank transfer (automatic),No
8259-NFJTV,Female,7,34.65,246.6,Month-to-month,DSL,Mailed check,No
8260-NGFNY,Female,1,25.2,25.2,Month-to-month,DSL,Mailed check,Yes
8261-GWDBQ,Female,60,116.05,6925.9,Two year,Fiber optic,Bank transfer (automatic),No
8262-COGGB,Male,1,20.45,20.45,Month-to-month,No,Mailed check,No
8263-JQAIK,Male,2,24.45,47.5,Month-to-month,DSL,Mailed check,Yes
8263-OKETD,Female,20,68.9,1370.35,Month-to-month,DSL,Credit card (automatic),No
8263-QMNTJ,Male,72,115.55,8425.3,Two year,Fiber optic,Electronic check,No
8265-HKSOW,Female,72,107.45,7658.3,Two year,Fiber optic,Credit card (automatic),No
8266-VBFQL,Male,4,90.4,356.65,Month-to-month,Fiber optic,Electronic check,No
8267-KFGYD,Male,1,21.05,21.05,Month-to-month,No,Mailed check,No
8267-ZNYVZ,Female,33,103.75,3361.05,One year,Fiber optic,Electronic check,Yes
8268-YDIXR,Male,56,93.15,5253.95,One year,Fiber optic,Electronic check,No
8270-RKSAP,Male,9,70.5,597.9,Month-to-month,Fiber optic,Electronic check,No
8272-ONJLV,Male,12,95.7,1184,One year,Fiber optic,Electronic check,No
8276-MQBYC,Male,51,97.8,4913.3,Month-to-month,Fiber optic,Electronic check,Yes
8277-RVRSV,Female,33,24.15,800.3,One year,No,Credit card (automatic),No
8280-MQRQN,Female,1,50.45,50.45,Month-to-month,DSL,Mailed check,Yes
8285-ABVLB,Female,70,19.85,1328.35,Two year,No,Credit card (automatic),No
8286-AFUYI,Male,1,47.95,47.95,Month-to-month,DSL,Electronic check,No
8290-YWKHZ,Female,32,93.2,2931,Month-to-month,Fiber optic,Electronic check,Yes
8292-FRFZQ,Female,39,41.15,1700.9,One year,DSL,Bank transfer (automatic),No
8292-ITGYJ,Female,45,24.65,1138.8,Two year,No,Bank transfer (automatic),No
8292-TYSPY,Male,19,55,1046.5,Month-to-month,DSL,Credit card (automatic),Yes
8294-UIMBA,Female,30,94.4,2638.1,One year,Fiber optic,Bank transfer (automatic),No
8295-FHIVV,Male,7,19.4,168.65,Month-to-month,No,Mailed check,No
8295-KMENE,Female,59,76.45,4519.5,Two year,DSL,Mailed check,No
8305-VHZBZ,Male,1,20.2,20.2,Month-to-month,No,Mailed check,Yes
8309-IEYJD,Female,1,70.6,70.6,Month-to-month,Fiber optic,Mailed check,No
8309-PPCED,Female,72,110.45,7982.5,Two year,Fiber optic,Bank transfer (automatic),No
8311-UEUAB,Female,67,75.5,5229.45,Two year,DSL,Electronic check,No
8313-AFGBW,Male,47,73.6,3522.65,Two year,DSL,Electronic check,No
8313-KTIHG,Male,4,61.3,249.4,Month-to-month,DSL,Electronic check,No
8313-NDOIA,Female,24,104.15,2494.65,Month-to-month,Fiber optic,Electronic check,No
8314-DPQHL,Male,9,50.8,463.6,One year,DSL,Mailed check,No
8314-HTWVE,Female,7,19.85,144.15,Two year,No,Mailed check,No
8316-BBQAY,Female,65,59.95,3921.1,Two year,DSL,Credit card (automatic),No
8317-BVKSO,Male,14,20.05,299.3,Month-to-month,No,Electronic check,No
8318-LCNBW,Male,35,53.15,1930.9,One year,DSL,Credit card (automatic),No
8319-QBEHW,Male,26,39.95,1023.75,One year,DSL,Bank transfer (automatic),No
8325-QRPZR,Female,7,75.15,525,Month-to-month,Fiber optic,Electronic check,No
8327-LZKAS,Female,43,107.55,4533.9,One year,Fiber optic,Electronic check,Yes
8327-WKMIE,Male,37,20.15,785.75,One year,No,Credit card (automatic),No
8328-SKJNO,Male,23,40.65,947.4,One year,DSL,Bank transfer (automatic),No
8329-GWVPJ,Female,50,69.75,3557.7,Month-to-month,Fiber optic,Bank transfer (automatic),No
8329-IBCTI,Female,1,19.65,19.65,Month-to-month,No,Mailed check,Yes
8329-UTMVM,Male,27,104.65,2964,One year,Fiber optic,Bank transfer (automatic),No
8331-ZXFOE,Female,58,71.1,4299.2,One year,DSL,Credit card (automatic),No
8332-OSJDW,Male,12,26.4,314.95,One year,No,Mailed check,No
8336-TAVKX,Female,72,78.45,5682.25,Two year,DSL,Bank transfer (automatic),No
8337-MSSXB,Female,14,86.3,1180.95,Month-to-month,Fiber optic,Electronic check,Yes
8337-UPOAQ,Male,10,89.8,914.3,Month-to-month,Fiber optic,Electronic check,Yes
8338-QIUNR,Male,72,66.5,4811.6,Two year,DSL,Credit card (automatic),No
8344-WFMFH,Male,9,50.1,484.05,Month-to-month,DSL,Electronic check,No
8345-MVDYC,Female,45,81.65,3618.7,Two year,DSL,Bank transfer (automatic),No
8347-GDTMP,Female,64,19.45,1225.65,Two year,No,Credit card (automatic),No
8348-HFYIV,Male,2,49.25,90.35,Month-to-month,DSL,Electronic check,Yes
8348-JLBUG,Male,64,80.3,5017.7,One year,Fiber optic,Credit card (automatic),No
8350-NYMVI,Female,39,41.1,1597.05,Month-to-month,DSL,Bank transfer (automatic),No
8356-WUAOJ,Female,1,45,45,Month-to-month,DSL,Electronic check,No
8357-EQXFO,Female,7,95.35,660.9,Month-to-month,Fiber optic,Electronic check,Yes
8361-LBRDI,Female,58,24.35,1423.85,Two year,No,Credit card (automatic),No
8361-LTMKD,Male,4,74.4,306.6,Month-to-month,Fiber optic,Mailed check,Yes
8364-TRMMK,Female,3,50.65,151.3,Month-to-month,DSL,Mailed check,Yes
8372-JUXUI,Male,1,74.35,74.35,Month-to-month,Fiber optic,Electronic check,Yes
8374-UULRV,Male,72,86.05,6309.65,Two year,DSL,Credit card (automatic),No
8374-XGEJJ,Male,43,101,4388.4,Month-to-month,Fiber optic,Electronic check,Yes
